test_taker_id,speech_prompt,essay_prompt,L1
09871,P2,P3,TEL
09873,P6,P5,KOR
09875,P3,P4,TUR
09876,P2,P3,TEL
09877,P6,P5,JPN
09878,P4,P1,CHI
09879,P6,P5,ITA
09881,P3,P4,KOR
09882,P1,P2,GER
09883,P4,P1,KOR
09884,P9,P0,SPA
09885,P8,P7,TEL
09886,P9,P0,ITA
09888,P7,P6,SPA
09889,P7,P6,TEL
09890,P1,P2,TEL
09891,P7,P6,FRE
09892,P8,P7,ITA
09893,P1,P2,KOR
09894,P4,P1,KOR
09895,P8,P7,CHI
09896,P6,P5,SPA
09897,P9,P0,TUR
09898,P9,P0,CHI
09900,P2,P3,HIN
09901,P7,P6,JPN
09903,P8,P7,SPA
09905,P8,P7,SPA
09906,P2,P3,TUR
09907,P6,P5,ARA
09908,P8,P7,CHI
09909,P2,P3,GER
09910,P6,P5,KOR
09911,P2,P3,ARA
09912,P2,P3,ARA
09913,P9,P0,GER
09914,P6,P5,FRE
09915,P9,P0,TUR
09918,P8,P7,SPA
09919,P7,P6,TEL
09920,P2,P3,CHI
09922,P3,P4,GER
09923,P2,P3,CHI
09924,P1,P2,CHI
09925,P3,P4,TEL
09926,P2,P3,ITA
09927,P3,P4,FRE
09928,P3,P4,JPN
09929,P6,P5,TUR
09930,P1,P2,FRE
09931,P7,P6,ARA
09932,P9,P0,TUR
09933,P3,P4,HIN
09935,P2,P3,TUR
09936,P3,P4,HIN
09937,P1,P2,ITA
09939,P9,P0,ITA
09940,P2,P3,TUR
09941,P7,P6,HIN
09943,P2,P3,KOR
09944,P6,P5,HIN
09945,P3,P4,KOR
09946,P8,P7,JPN
09948,P8,P7,ARA
09950,P9,P0,KOR
09952,P3,P4,FRE
09953,P7,P6,FRE
09954,P4,P1,FRE
09955,P2,P3,CHI
09957,P3,P4,KOR
09958,P8,P7,KOR
09959,P2,P3,SPA
09960,P1,P2,FRE
09962,P7,P6,CHI
09963,P3,P4,ITA
09964,P1,P2,TEL
09966,P7,P6,CHI
09967,P1,P2,CHI
09968,P1,P2,JPN
09969,P7,P6,GER
09970,P9,P0,SPA
09971,P9,P0,SPA
09972,P9,P0,ITA
09973,P7,P6,ARA
09974,P2,P3,ITA
09975,P5,P4,KOR
09976,P6,P5,HIN
09977,P8,P7,CHI
09978,P8,P7,TUR
09979,P6,P5,CHI
09980,P9,P0,FRE
09983,P6,P5,GER
09985,P2,P3,KOR
09986,P8,P7,ITA
09988,P6,P5,GER
09989,P2,P3,TUR
09990,P7,P6,TUR
09991,P6,P5,TEL
09993,P9,P0,SPA
09994,P9,P0,KOR
09996,P8,P7,TEL
09997,P3,P4,HIN
09999,P3,P4,ARA
10000,P2,P3,FRE
10001,P7,P6,ARA
10002,P2,P3,ITA
10004,P9,P0,TEL
10005,P8,P7,CHI
10006,P7,P6,KOR
10007,P6,P5,SPA
10008,P2,P3,TEL
10009,P2,P3,ARA
10010,P6,P5,TUR
10011,P1,P2,ARA
10012,P2,P3,FRE
10013,P7,P6,CHI
10014,P4,P1,JPN
10015,P3,P4,CHI
10017,P3,P4,CHI
10018,P8,P7,ARA
10019,P4,P1,KOR
10022,P2,P3,CHI
10023,P4,P1,HIN
10024,P8,P7,TUR
10025,P9,P0,TUR
10026,P9,P0,SPA
10027,P2,P3,ITA
10028,P7,P6,JPN
10029,P6,P5,KOR
10030,P4,P1,ARA
10031,P3,P4,SPA
10032,P4,P1,TEL
10033,P6,P5,HIN
10034,P1,P2,FRE
10035,P7,P6,HIN
10036,P1,P2,TUR
10037,P8,P7,HIN
10038,P4,P1,HIN
10039,P9,P0,GER
10040,P6,P5,HIN
10041,P7,P6,HIN
10042,P3,P4,JPN
10043,P9,P0,GER
10044,P1,P2,KOR
10045,P9,P0,GER
10046,P2,P3,TUR
10047,P7,P6,ARA
10049,P8,P7,FRE
10050,P8,P7,JPN
10051,P9,P0,CHI
10052,P8,P7,CHI
10053,P3,P4,SPA
10054,P1,P2,SPA
10055,P8,P7,JPN
10056,P4,P1,KOR
10057,P2,P3,TEL
10058,P2,P3,GER
10059,P1,P2,SPA
10060,P9,P0,CHI
10061,P1,P2,FRE
10062,P1,P2,FRE
10063,P7,P6,HIN
10065,P1,P2,ITA
10066,P8,P7,GER
10068,P1,P2,FRE
10069,P9,P0,TEL
10070,P1,P2,JPN
10071,P3,P4,JPN
10073,P1,P2,SPA
10074,P2,P3,ITA
10075,P1,P2,JPN
10077,P9,P0,HIN
10078,P8,P7,ITA
10079,P2,P3,FRE
10081,P6,P5,TEL
10082,P9,P0,CHI
10085,P3,P4,ARA
10086,P8,P7,GER
10089,P2,P3,ITA
10091,P8,P7,TUR
10093,P9,P0,ARA
10094,P9,P0,JPN
10095,P8,P7,KOR
10096,P1,P2,ARA
10099,P3,P4,TEL
10100,P6,P5,FRE
10101,P3,P4,FRE
10102,P3,P4,FRE
10103,P9,P0,JPN
10104,P4,P1,CHI
10105,P3,P4,ARA
10106,P9,P0,ITA
10107,P8,P7,KOR
10108,P8,P7,TUR
10110,P6,P5,CHI
10111,P8,P7,GER
10113,P1,P2,TUR
10114,P1,P2,JPN
10115,P8,P7,FRE
10116,P1,P2,ARA
10117,P7,P6,FRE
10119,P4,P1,JPN
10120,P8,P7,HIN
10123,P8,P7,CHI
10124,P6,P5,HIN
10125,P1,P2,FRE
10126,P1,P2,JPN
10127,P8,P7,TEL
10128,P1,P2,ARA
10130,P8,P7,GER
10131,P3,P4,TUR
10132,P6,P5,CHI
10133,P8,P7,JPN
10135,P4,P1,SPA
10137,P3,P4,HIN
10138,P4,P1,ARA
10139,P4,P1,JPN
10140,P2,P3,SPA
10141,P1,P2,ARA
10142,P3,P4,TEL
10143,P1,P2,GER
10144,P7,P6,GER
10145,P3,P4,SPA
10146,P3,P4,TEL
10147,P7,P6,TUR
10148,P4,P1,JPN
10149,P1,P2,ARA
10150,P1,P2,CHI
10151,P8,P7,JPN
10153,P4,P1,CHI
10154,P1,P2,KOR
10155,P1,P2,ARA
10157,P4,P1,CHI
10158,P3,P4,GER
10159,P6,P5,CHI
10160,P8,P7,FRE
10161,P3,P4,JPN
10163,P4,P1,CHI
10165,P7,P6,ARA
10166,P2,P3,HIN
10167,P3,P4,ITA
10168,P2,P3,CHI
10169,P8,P7,ARA
10170,P2,P3,SPA
10173,P9,P0,JPN
10174,P3,P4,CHI
10176,P9,P0,ARA
10178,P3,P4,CHI
10179,P2,P3,ITA
10180,P3,P4,HIN
10181,P1,P2,TUR
10183,P2,P3,TEL
10184,P1,P2,ARA
10185,P7,P6,HIN
10186,P4,P1,JPN
10187,P1,P2,TUR
10188,P9,P0,KOR
10189,P3,P4,KOR
10190,P1,P2,SPA
10191,P9,P0,ARA
10192,P1,P2,ITA
10193,P4,P1,SPA
10194,P6,P5,GER
10195,P9,P0,GER
10196,P1,P2,HIN
10197,P1,P2,SPA
10198,P9,P0,CHI
10199,P7,P6,SPA
10201,P6,P5,JPN
10202,P1,P2,SPA
10203,P2,P3,GER
10204,P3,P4,ITA
10205,P6,P5,CHI
10206,P4,P1,SPA
10208,P4,P1,ARA
10209,P2,P3,TEL
10210,P7,P6,KOR
10211,P3,P4,KOR
10212,P9,P0,CHI
10213,P1,P2,JPN
10214,P7,P6,ITA
10215,P1,P2,HIN
10216,P4,P1,KOR
10218,P1,P2,GER
10219,P7,P6,ARA
10220,P8,P7,CHI
10221,P3,P4,SPA
10222,P6,P5,TUR
10223,P8,P7,GER
10224,P8,P7,SPA
10225,P6,P5,CHI
10226,P3,P4,HIN
10227,P9,P0,FRE
10228,P6,P5,GER
10229,P1,P2,HIN
10230,P8,P7,ARA
10232,P8,P7,FRE
10233,P8,P7,FRE
10234,P8,P7,ARA
10235,P7,P6,GER
10236,P1,P2,ARA
10237,P7,P6,FRE
10238,P9,P0,KOR
10239,P9,P0,FRE
10240,P7,P6,KOR
10242,P6,P5,TEL
10243,P4,P1,SPA
10244,P6,P5,TEL
10245,P9,P0,ARA
10247,P7,P6,HIN
10248,P8,P7,TEL
10249,P7,P6,KOR
10250,P6,P5,SPA
10252,P8,P7,TEL
10253,P6,P5,KOR
10254,P9,P0,JPN
10255,P3,P4,TEL
10256,P2,P3,SPA
10257,P8,P7,TEL
10258,P8,P7,TUR
10259,P8,P7,TUR
10260,P8,P7,KOR
10261,P2,P3,ARA
10262,P9,P0,CHI
10263,P6,P5,SPA
10264,P6,P5,HIN
10265,P4,P1,ARA
10266,P9,P0,FRE
10267,P1,P2,TEL
10268,P3,P4,SPA
10269,P3,P4,TEL
10270,P9,P0,FRE
10271,P9,P0,FRE
10272,P1,P2,TUR
10273,P9,P0,CHI
10274,P7,P6,TUR
10275,P2,P3,TUR
10276,P6,P5,HIN
10277,P7,P6,SPA
10279,P3,P4,TUR
10280,P1,P2,TUR
10281,P7,P6,KOR
10283,P1,P2,ITA
10284,P8,P7,CHI
10285,P2,P3,TEL
10286,P8,P7,ITA
10288,P7,P6,FRE
10289,P4,P1,CHI
10290,P3,P4,KOR
10291,P7,P6,JPN
10292,P8,P7,ARA
10293,P3,P4,HIN
10294,P9,P0,KOR
10295,P6,P5,CHI
10296,P8,P7,KOR
10299,P1,P2,TUR
10300,P1,P2,SPA
10301,P4,P1,FRE
10302,P6,P5,KOR
10303,P9,P0,FRE
10304,P2,P3,GER
10305,P9,P0,ARA
10306,P1,P2,HIN
10307,P6,P5,GER
10308,P9,P0,ARA
10309,P1,P2,TEL
10310,P1,P2,TUR
10311,P3,P4,TUR
10314,P1,P2,JPN
10316,P6,P5,TEL
10317,P7,P6,FRE
10318,P3,P4,FRE
10319,P9,P0,ITA
10320,P2,P3,KOR
10321,P3,P4,HIN
10322,P1,P2,KOR
10323,P2,P3,ITA
10324,P1,P2,JPN
10325,P2,P3,TEL
10326,P9,P0,KOR
10327,P2,P3,TUR
10329,P7,P6,ITA
10330,P1,P2,JPN
10331,P2,P3,FRE
10332,P3,P4,ARA
10333,P7,P6,ITA
10334,P8,P7,GER
10335,P6,P5,SPA
10337,P3,P4,HIN
10338,P8,P7,KOR
10339,P6,P5,ARA
10340,P8,P7,TUR
10341,P6,P5,ITA
10342,P1,P2,HIN
10343,P2,P3,JPN
10344,P9,P0,JPN
10345,P4,P1,SPA
10346,P7,P6,JPN
10347,P9,P0,GER
10348,P7,P6,TEL
10349,P7,P6,KOR
10350,P7,P6,ITA
10353,P1,P2,JPN
10355,P2,P3,SPA
10356,P8,P7,ARA
10359,P6,P5,HIN
10360,P6,P5,ARA
10361,P2,P3,SPA
10362,P4,P1,JPN
10363,P8,P7,JPN
10366,P6,P5,ITA
10367,P2,P3,TEL
10369,P9,P0,CHI
10370,P4,P1,KOR
10371,P2,P3,TUR
10372,P3,P4,ITA
10373,P9,P0,GER
10374,P8,P7,JPN
10375,P6,P5,SPA
10376,P1,P2,ARA
10377,P1,P2,FRE
10378,P6,P5,SPA
10379,P9,P0,CHI
10380,P9,P0,ARA
10382,P4,P1,ARA
10383,P1,P2,GER
10384,P9,P0,KOR
10385,P3,P4,ARA
10386,P1,P2,ARA
10387,P7,P6,GER
10388,P8,P7,KOR
10390,P1,P2,GER
10391,P2,P3,JPN
10392,P6,P5,ITA
10393,P3,P4,TUR
10395,P8,P7,CHI
10396,P9,P0,KOR
10398,P3,P4,CHI
10399,P9,P0,SPA
10400,P8,P7,KOR
10401,P2,P3,ITA
10402,P1,P2,TEL
10403,P8,P7,ARA
10404,P1,P2,TUR
10407,P2,P3,TUR
10408,P9,P0,JPN
10409,P4,P1,TUR
10410,P6,P5,KOR
10411,P3,P4,GER
10412,P9,P0,HIN
10413,P7,P6,HIN
10414,P8,P7,TUR
10415,P3,P4,GER
10416,P6,P5,GER
10417,P3,P4,FRE
10418,P4,P1,CHI
10419,P4,P1,FRE
10422,P6,P5,TEL
10423,P7,P6,KOR
10424,P3,P4,TEL
10425,P6,P5,ITA
10426,P2,P3,CHI
10427,P8,P7,TEL
10429,P1,P2,GER
10430,P7,P6,ARA
10431,P8,P7,GER
10433,P3,P4,JPN
10435,P7,P6,JPN
10436,P3,P4,GER
10437,P1,P2,SPA
10438,P9,P0,TUR
10440,P4,P1,KOR
10441,P4,P1,TUR
10442,P3,P4,KOR
10443,P6,P5,ITA
10444,P3,P4,KOR
10447,P1,P2,GER
10449,P6,P5,CHI
10450,P3,P4,FRE
10451,P3,P4,ARA
10452,P6,P5,FRE
10454,P4,P1,CHI
10455,P6,P5,CHI
10456,P3,P4,SPA
10457,P3,P4,KOR
10458,P2,P3,JPN
10459,P7,P6,FRE
10460,P3,P4,CHI
10461,P6,P5,CHI
10462,P8,P7,SPA
10463,P1,P2,JPN
10465,P6,P5,TUR
10466,P7,P6,TUR
10467,P1,P2,CHI
10469,P4,P1,KOR
10471,P7,P6,JPN
10472,P4,P1,TUR
10474,P4,P1,SPA
10475,P9,P0,ITA
10476,P1,P2,JPN
10477,P7,P6,CHI
10478,P2,P3,HIN
10480,P8,P7,TUR
10481,P6,P5,JPN
10482,P6,P5,ARA
10483,P6,P5,FRE
10484,P3,P4,GER
10485,P4,P1,ARA
10486,P3,P4,SPA
10487,P1,P2,TUR
10488,P2,P3,FRE
10490,P7,P6,KOR
10491,P8,P7,HIN
10492,P1,P2,ARA
10493,P4,P1,CHI
10494,P1,P2,ITA
10495,P6,P5,TUR
10496,P9,P0,GER
10497,P3,P4,SPA
10498,P9,P0,JPN
10499,P7,P6,ITA
10501,P9,P0,SPA
10502,P3,P4,TEL
10503,P8,P7,TUR
10504,P3,P4,JPN
10505,P1,P2,CHI
10506,P1,P2,KOR
10509,P3,P4,TUR
10511,P6,P5,TUR
10512,P2,P3,ARA
10514,P6,P5,ITA
10515,P3,P4,JPN
10516,P6,P5,GER
10517,P1,P2,TUR
10518,P4,P1,SPA
10520,P1,P2,FRE
10523,P3,P4,TUR
10525,P9,P0,ITA
10527,P7,P6,JPN
10528,P1,P2,HIN
10529,P4,P1,ARA
10531,P6,P5,ITA
10532,P1,P2,FRE
10533,P3,P4,HIN
10534,P2,P3,TUR
10535,P1,P2,TUR
10536,P2,P3,SPA
10538,P9,P0,SPA
10539,P6,P5,ARA
10540,P8,P7,TEL
10541,P3,P4,TUR
10542,P2,P3,SPA
10543,P3,P4,TUR
10545,P8,P7,TUR
10546,P7,P6,TEL
10547,P2,P3,FRE
10548,P6,P5,ARA
10549,P1,P2,FRE
10550,P2,P3,JPN
10551,P4,P1,KOR
10552,P3,P4,TEL
10553,P8,P7,ITA
10555,P3,P4,FRE
10556,P1,P2,HIN
10557,P7,P6,GER
10558,P4,P1,CHI
10559,P6,P5,FRE
10560,P7,P6,TEL
10561,P9,P0,GER
10562,P3,P4,ITA
10563,P8,P7,ITA
10566,P6,P5,CHI
10567,P9,P0,SPA
10568,P6,P5,SPA
10570,P6,P5,JPN
10572,P1,P2,ARA
10575,P6,P5,FRE
10576,P1,P2,HIN
10577,P3,P4,TUR
10578,P2,P3,TUR
10579,P3,P4,JPN
10580,P9,P0,SPA
10581,P9,P0,JPN
10582,P3,P4,TEL
10583,P7,P6,HIN
10584,P1,P2,SPA
10585,P7,P6,ITA
10587,P7,P6,HIN
10588,P4,P1,FRE
10589,P8,P7,GER
10590,P1,P2,SPA
10591,P3,P4,ARA
10592,P8,P7,JPN
10593,P9,P0,TUR
10595,P6,P5,KOR
10596,P1,P2,TUR
10597,P8,P7,JPN
10600,P6,P5,ITA
10601,P1,P2,TUR
10602,P8,P7,ARA
10605,P7,P6,KOR
10606,P9,P0,ITA
10607,P1,P2,KOR
10608,P6,P5,TEL
10609,P9,P0,TUR
10610,P9,P0,HIN
10611,P6,P5,GER
10614,P9,P0,CHI
10616,P1,P2,ITA
10617,P2,P3,TUR
10619,P3,P4,ITA
10621,P1,P2,JPN
10622,P2,P3,TEL
10623,P2,P3,HIN
10624,P1,P2,SPA
10625,P4,P1,SPA
10626,P9,P0,CHI
10627,P8,P7,HIN
10628,P2,P3,ARA
10629,P9,P0,TEL
10631,P9,P0,CHI
10632,P4,P1,KOR
10633,P9,P0,KOR
10635,P6,P5,FRE
10636,P1,P2,ITA
10637,P2,P3,CHI
10638,P8,P7,KOR
10639,P9,P0,ITA
10640,P6,P5,HIN
10641,P7,P6,FRE
10643,P2,P3,TEL
10644,P3,P4,GER
10645,P6,P5,SPA
10646,P8,P7,TEL
10647,P7,P6,KOR
10648,P4,P1,JPN
10649,P3,P4,TUR
10650,P4,P1,TEL
10651,P7,P6,TEL
10652,P6,P5,TEL
10653,P6,P5,ARA
10655,P8,P7,TEL
10656,P1,P2,CHI
10657,P2,P3,CHI
10658,P9,P0,ITA
10659,P9,P0,TUR
10661,P6,P5,HIN
10662,P2,P3,HIN
10663,P3,P4,ARA
10665,P3,P4,SPA
10668,P1,P2,FRE
10669,P7,P6,CHI
10670,P2,P3,CHI
10671,P6,P5,KOR
10672,P3,P4,JPN
10673,P2,P3,KOR
10674,P8,P7,CHI
10675,P1,P2,FRE
10676,P6,P5,SPA
10678,P1,P2,CHI
10679,P9,P0,ITA
10680,P8,P7,SPA
10681,P7,P6,JPN
10682,P6,P5,TEL
10684,P9,P0,ARA
10685,P4,P1,SPA
10687,P4,P1,FRE
10688,P4,P1,SPA
10690,P7,P6,KOR
10691,P9,P0,CHI
10693,P4,P1,SPA
10694,P6,P5,ITA
10696,P1,P2,GER
10698,P7,P6,KOR
10700,P8,P7,FRE
10701,P8,P7,FRE
10702,P6,P5,KOR
10703,P6,P5,ARA
10704,P3,P4,TEL
10705,P2,P3,TEL
10706,P3,P4,HIN
10707,P6,P5,HIN
10708,P9,P0,FRE
10709,P9,P0,JPN
10710,P2,P3,TEL
10711,P7,P6,HIN
10712,P2,P3,FRE
10713,P9,P0,TUR
10714,P8,P7,ARA
10716,P1,P2,GER
10717,P2,P3,CHI
10718,P6,P5,TEL
10719,P7,P6,ARA
10720,P6,P5,SPA
10721,P7,P6,JPN
10722,P6,P5,GER
10723,P9,P0,JPN
10724,P8,P7,CHI
10725,P2,P3,TUR
10726,P1,P2,CHI
10727,P4,P1,SPA
10728,P1,P2,FRE
10729,P8,P7,SPA
10730,P2,P3,ARA
10731,P6,P5,SPA
10735,P9,P0,TUR
10737,P1,P2,ITA
10739,P1,P2,SPA
10740,P2,P3,ARA
10741,P6,P5,SPA
10743,P4,P1,KOR
10747,P3,P4,ITA
10748,P3,P4,SPA
10749,P6,P5,FRE
10750,P7,P6,HIN
10752,P9,P0,ITA
10753,P6,P5,TUR
10754,P8,P7,KOR
10755,P2,P3,SPA
10756,P9,P0,CHI
10757,P3,P4,KOR
10758,P1,P2,CHI
10761,P8,P7,HIN
10762,P1,P2,GER
10763,P2,P3,HIN
10764,P2,P3,TUR
10765,P9,P0,HIN
10766,P4,P1,SPA
10767,P4,P1,JPN
10768,P1,P2,JPN
10769,P2,P3,TEL
10770,P4,P1,JPN
10772,P9,P0,KOR
10773,P3,P4,SPA
10774,P6,P5,TEL
10776,P7,P6,ITA
10777,P2,P3,CHI
10778,P9,P0,JPN
10780,P9,P0,SPA
10781,P3,P4,HIN
10782,P4,P1,JPN
10784,P8,P7,SPA
10785,P1,P2,SPA
10786,P2,P3,HIN
10787,P8,P7,TEL
10788,P3,P4,ARA
10789,P1,P2,KOR
10790,P4,P1,FRE
10791,P1,P2,HIN
10792,P1,P2,JPN
10793,P3,P4,SPA
10794,P7,P6,JPN
10795,P2,P3,GER
10796,P6,P5,KOR
10797,P1,P2,GER
10798,P1,P2,ITA
10799,P7,P6,JPN
10801,P7,P6,JPN
10802,P9,P0,CHI
10803,P2,P3,KOR
10805,P6,P5,ARA
10806,P9,P0,KOR
10807,P7,P6,ITA
10808,P6,P5,CHI
10809,P7,P6,ITA
10810,P9,P0,TUR
10811,P7,P6,TEL
10814,P3,P4,ARA
10815,P8,P7,GER
10818,P9,P0,ITA
10820,P7,P6,TEL
10822,P7,P6,CHI
10823,P6,P5,ARA
10824,P3,P4,JPN
10825,P8,P7,GER
10827,P4,P1,SPA
10829,P4,P1,KOR
10830,P3,P4,GER
10831,P7,P6,HIN
10832,P3,P4,SPA
10833,P2,P3,TEL
10834,P6,P5,SPA
10836,P2,P3,JPN
10837,P1,P2,JPN
10838,P8,P7,TEL
10839,P1,P2,CHI
10841,P9,P0,KOR
10842,P9,P0,GER
10843,P1,P2,JPN
10844,P6,P5,ITA
10845,P1,P2,CHI
10846,P8,P7,ARA
10848,P2,P3,HIN
10849,P4,P1,KOR
10850,P4,P1,CHI
10852,P8,P7,JPN
10853,P8,P7,HIN
10854,P2,P3,HIN
10857,P1,P2,ARA
10858,P7,P6,ITA
10859,P8,P7,TUR
10860,P8,P7,KOR
10861,P8,P7,TEL
10862,P2,P3,SPA
10865,P7,P6,CHI
10866,P6,P5,SPA
10867,P7,P6,TEL
10870,P3,P4,CHI
10871,P2,P3,TUR
10872,P9,P0,TUR
10873,P1,P2,FRE
10874,P1,P2,TEL
10875,P7,P6,TUR
10876,P6,P5,ARA
10877,P6,P5,HIN
10878,P2,P3,JPN
10879,P7,P6,SPA
10880,P2,P3,TEL
10881,P7,P6,SPA
10883,P1,P2,ARA
10884,P7,P6,SPA
10885,P7,P6,ARA
10886,P2,P3,KOR
10887,P1,P2,FRE
10889,P1,P2,ITA
10890,P4,P1,SPA
10891,P9,P0,TUR
10892,P3,P4,SPA
10893,P3,P4,KOR
10894,P3,P4,JPN
10895,P2,P3,SPA
10896,P1,P2,KOR
10897,P3,P4,CHI
10900,P3,P4,HIN
10901,P7,P6,TUR
10902,P9,P0,GER
10903,P7,P6,KOR
10904,P2,P3,CHI
10905,P2,P3,CHI
10906,P8,P7,GER
10907,P8,P7,HIN
10909,P2,P3,HIN
10910,P7,P6,HIN
10911,P2,P3,ITA
10912,P2,P3,HIN
10914,P3,P4,GER
10915,P6,P5,SPA
10916,P7,P6,HIN
10917,P9,P0,ARA
10918,P3,P4,SPA
10920,P1,P2,HIN
10921,P9,P0,GER
10923,P8,P7,TEL
10924,P9,P0,TUR
10926,P1,P2,ARA
10927,P3,P4,JPN
10928,P2,P3,TUR
10930,P9,P0,TUR
10931,P4,P1,SPA
10933,P3,P4,KOR
10935,P3,P4,GER
10936,P7,P6,TEL
10938,P6,P5,FRE
10940,P1,P2,FRE
10941,P1,P2,TEL
10942,P6,P5,GER
10943,P3,P4,GER
10944,P3,P4,FRE
10945,P3,P4,CHI
10946,P6,P5,JPN
10947,P8,P7,TEL
10948,P3,P4,KOR
10950,P3,P4,SPA
10951,P1,P2,FRE
10954,P1,P2,TEL
10955,P4,P1,FRE
10956,P7,P6,TEL
10957,P2,P3,TEL
10958,P1,P2,ITA
10959,P7,P6,FRE
10960,P4,P1,CHI
10961,P7,P6,TUR
10962,P6,P5,FRE
10963,P7,P6,TEL
10964,P8,P7,GER
10965,P8,P7,TEL
10966,P8,P7,FRE
10967,P2,P3,CHI
10968,P9,P0,ARA
10969,P7,P6,ITA
10972,P8,P7,TUR
10974,P4,P1,CHI
10975,P4,P1,SPA
10976,P4,P1,CHI
10977,P6,P5,JPN
10978,P2,P3,ITA
10979,P9,P0,KOR
10980,P2,P3,SPA
10982,P2,P3,HIN
10983,P2,P3,CHI
10984,P2,P3,JPN
10985,P6,P5,ARA
10986,P6,P5,ITA
10987,P9,P0,KOR
10988,P7,P6,TEL
10989,P3,P4,GER
10990,P8,P7,HIN
10991,P8,P7,FRE
10992,P6,P5,KOR
10994,P7,P6,ITA
10996,P1,P2,ITA
10997,P8,P7,HIN
10998,P2,P3,ITA
10999,P2,P3,KOR
11000,P2,P3,JPN
11001,P2,P3,FRE
11002,P8,P7,HIN
11003,P7,P6,ARA
11004,P6,P5,ARA
11006,P7,P6,ARA
11007,P7,P6,TEL
11009,P6,P5,ARA
11011,P1,P2,ARA
11014,P8,P7,JPN
11015,P6,P5,TUR
11016,P4,P1,KOR
11017,P4,P1,SPA
11018,P1,P2,ITA
11019,P7,P6,CHI
11020,P3,P4,SPA
11021,P8,P7,KOR
11022,P8,P7,TEL
11023,P3,P4,JPN
11025,P6,P5,FRE
11026,P9,P0,TUR
11028,P6,P5,TEL
11029,P1,P2,TEL
11030,P9,P0,JPN
11031,P8,P7,ARA
11033,P7,P6,KOR
11035,P2,P3,ITA
11036,P6,P5,ITA
11037,P3,P4,KOR
11038,P4,P1,JPN
11039,P3,P4,FRE
11040,P7,P6,JPN
11041,P9,P0,GER
11042,P3,P4,FRE
11043,P8,P7,JPN
11044,P9,P0,TUR
11045,P1,P2,HIN
11046,P3,P4,SPA
11050,P3,P4,HIN
11052,P2,P3,GER
11053,P8,P7,TUR
11054,P3,P4,FRE
11055,P2,P3,TEL
11056,P2,P3,TEL
11057,P2,P3,GER
11058,P9,P0,TUR
11059,P1,P2,CHI
11060,P3,P4,ARA
11061,P7,P6,ITA
11063,P8,P7,HIN
11065,P3,P4,TEL
11066,P6,P5,SPA
11067,P6,P5,KOR
11068,P2,P3,TUR
11069,P7,P6,JPN
11070,P8,P7,CHI
11071,P1,P2,JPN
11072,P7,P6,KOR
11074,P8,P7,ARA
11075,P9,P0,KOR
11076,P8,P7,FRE
11077,P3,P4,ITA
11078,P8,P7,FRE
11080,P1,P2,GER
11081,P2,P3,KOR
11082,P3,P4,GER
11083,P2,P3,GER
11084,P6,P5,ITA
11085,P8,P7,TEL
11086,P1,P2,TUR
11088,P2,P3,FRE
11089,P3,P4,JPN
11090,P1,P2,ITA
11091,P6,P5,ITA
11092,P7,P6,SPA
11093,P7,P6,FRE
11094,P6,P5,TEL
11095,P7,P6,HIN
11097,P6,P5,JPN
11099,P8,P7,JPN
11100,P3,P4,KOR
11101,P9,P0,ITA
11102,P1,P2,TEL
11103,P8,P7,GER
11104,P1,P2,TUR
11106,P2,P3,ITA
11107,P6,P5,FRE
11109,P2,P3,JPN
11110,P8,P7,CHI
11112,P8,P7,HIN
11113,P3,P4,ARA
11114,P2,P3,CHI
11115,P3,P4,JPN
11117,P7,P6,JPN
11118,P7,P6,TEL
11120,P3,P4,TUR
11121,P1,P2,ARA
11123,P6,P5,JPN
11124,P2,P3,TEL
11126,P7,P6,SPA
11127,P6,P5,ARA
11128,P6,P5,SPA
11129,P3,P4,HIN
11130,P8,P7,CHI
11131,P4,P1,KOR
11132,P6,P5,ARA
11134,P3,P4,TUR
11135,P6,P5,GER
11136,P9,P0,FRE
11138,P1,P2,TUR
11139,P1,P2,KOR
11140,P3,P4,JPN
11141,P2,P3,GER
11142,P3,P4,KOR
11143,P3,P4,TEL
11144,P1,P2,SPA
11145,P6,P5,ITA
11146,P2,P3,CHI
11147,P9,P0,TUR
11150,P7,P6,GER
11151,P3,P4,ARA
11152,P1,P2,CHI
11153,P6,P5,TEL
11154,P4,P1,CHI
11155,P9,P0,CHI
11156,P9,P0,ITA
11157,P7,P6,KOR
11158,P1,P2,ITA
11159,P9,P0,TUR
11160,P2,P3,SPA
11162,P1,P2,ITA
11163,P6,P5,CHI
11164,P6,P5,GER
11165,P2,P3,JPN
11166,P2,P3,KOR
11167,P4,P1,ARA
11168,P2,P3,JPN
11170,P3,P4,SPA
11172,P3,P4,SPA
11173,P9,P0,TUR
11174,P8,P7,KOR
11175,P9,P0,TUR
11176,P2,P3,TEL
11177,P3,P4,CHI
11178,P4,P1,JPN
11179,P3,P4,KOR
11180,P1,P2,JPN
11181,P9,P0,GER
11182,P9,P0,SPA
11183,P7,P6,TUR
11184,P1,P2,KOR
11185,P1,P2,TUR
11187,P3,P4,TUR
11188,P8,P7,KOR
11189,P3,P4,SPA
11190,P2,P3,FRE
11192,P6,P5,JPN
11193,P6,P5,KOR
11194,P9,P0,SPA
11195,P3,P4,SPA
11196,P6,P5,ITA
11197,P6,P5,ARA
11199,P6,P5,ITA
11200,P1,P2,ITA
11201,P7,P6,ITA
11202,P9,P0,ITA
11203,P8,P7,ARA
